Time,BAFU_2207_PegelDrucksondeSchacht
2021-07-20T21:40:00Z,434.596
2021-07-20T21:50:00Z,434.595
2021-07-20T22:00:00Z,434.594
2021-07-20T22:10:00Z,434.593
2021-07-20T22:20:00Z,434.592
2021-07-20T22:30:00Z,434.591
2021-07-20T22:40:00Z,434.591
2021-07-20T22:50:00Z,434.591
2021-07-20T23:00:00Z,434.589
2021-07-20T23:10:00Z,434.589
2021-07-20T23:20:00Z,434.587
2021-07-20T23:30:00Z,434.587
2021-07-20T23:40:00Z,434.585
2021-07-20T23:50:00Z,434.583
2021-07-21T00:00:00Z,434.584
2021-07-21T00:10:00Z,434.582
2021-07-21T00:20:00Z,434.582
2021-07-21T00:30:00Z,434.579
2021-07-21T00:40:00Z,434.579
2021-07-21T00:50:00Z,434.578
2021-07-21T01:00:00Z,434.577
2021-07-21T01:10:00Z,434.577
2021-07-21T01:20:00Z,434.573
2021-07-21T01:30:00Z,434.574
2021-07-21T01:40:00Z,434.572
2021-07-21T01:50:00Z,434.573
2021-07-21T02:00:00Z,434.571
2021-07-21T02:10:00Z,434.569
2021-07-21T02:20:00Z,434.569
2021-07-21T02:30:00Z,434.569
2021-07-21T02:40:00Z,434.569
2021-07-21T02:50:00Z,434.567
2021-07-21T03:00:00Z,434.565
2021-07-21T03:10:00Z,434.566
2021-07-21T03:20:00Z,434.565
2021-07-21T03:30:00Z,434.562
2021-07-21T03:40:00Z,434.561
2021-07-21T03:50:00Z,434.56
2021-07-21T04:00:00Z,434.56
2021-07-21T04:10:00Z,434.559
2021-07-21T04:20:00Z,434.557
2021-07-21T04:30:00Z,434.556
2021-07-21T04:40:00Z,434.556
2021-07-21T04:50:00Z,434.556
2021-07-21T05:00:00Z,434.554
2021-07-21T05:10:00Z,434.551
2021-07-21T05:20:00Z,434.551
2021-07-21T05:30:00Z,434.551
2021-07-21T05:40:00Z,434.549
2021-07-21T05:50:00Z,434.548
2021-07-21T06:00:00Z,434.545
2021-07-21T06:10:00Z,434.547
2021-07-21T06:20:00Z,434.545
2021-07-21T06:30:00Z,434.544
2021-07-21T06:40:00Z,434.543
2021-07-21T06:50:00Z,434.542
2021-07-21T07:00:00Z,434.544
2021-07-21T07:10:00Z,434.54
2021-07-21T07:20:00Z,434.54
2021-07-21T07:30:00Z,434.538
2021-07-21T07:40:00Z,434.539
2021-07-21T07:50:00Z,434.537
2021-07-21T08:00:00Z,434.537
2021-07-21T08:10:00Z,434.536
2021-07-21T08:20:00Z,434.535
2021-07-21T08:30:00Z,434.535
2021-07-21T08:40:00Z,434.534
2021-07-21T08:50:00Z,434.534
2021-07-21T09:00:00Z,434.531
2021-07-21T09:10:00Z,434.532
2021-07-21T09:20:00Z,434.531
2021-07-21T09:30:00Z,434.53
2021-07-21T09:40:00Z,434.53
2021-07-21T09:50:00Z,434.529
2021-07-21T10:00:00Z,434.53
2021-07-21T10:10:00Z,434.528
2021-07-21T10:20:00Z,434.527
2021-07-21T10:30:00Z,434.526
2021-07-21T10:40:00Z,434.526
2021-07-21T10:50:00Z,434.526
2021-07-21T11:00:00Z,434.524
2021-07-21T11:10:00Z,434.523
2021-07-21T11:20:00Z,434.523
2021-07-21T11:30:00Z,434.522
2021-07-21T11:40:00Z,434.521
2021-07-21T11:50:00Z,434.52
2021-07-21T12:00:00Z,434.519
2021-07-21T12:10:00Z,434.52
2021-07-21T12:20:00Z,434.519
2021-07-21T12:30:00Z,434.518
2021-07-21T12:40:00Z,434.516
2021-07-21T12:50:00Z,434.515
2021-07-21T13:00:00Z,434.516
2021-07-21T13:10:00Z,434.513
2021-07-21T13:20:00Z,434.513
2021-07-21T13:30:00Z,434.511
2021-07-21T13:40:00Z,434.511
2021-07-21T13:50:00Z,434.51
2021-07-21T14:00:00Z,434.507
2021-07-21T14:10:00Z,434.508
2021-07-21T14:20:00Z,434.506
2021-07-21T14:30:00Z,434.506
2021-07-21T14:40:00Z,434.505
2021-07-21T14:50:00Z,434.503
2021-07-21T15:00:00Z,434.502
2021-07-21T15:10:00Z,434.5
2021-07-21T15:20:00Z,434.499
2021-07-21T15:30:00Z,434.499
2021-07-21T15:40:00Z,434.497
2021-07-21T15:50:00Z,434.496
2021-07-21T16:00:00Z,434.495
2021-07-21T16:10:00Z,434.493
2021-07-21T16:20:00Z,434.491
2021-07-21T16:30:00Z,434.49
2021-07-21T16:40:00Z,434.49
2021-07-21T16:50:00Z,434.488
2021-07-21T17:00:00Z,434.487
2021-07-21T17:10:00Z,434.486
2021-07-21T17:20:00Z,434.485
2021-07-21T17:30:00Z,434.484
2021-07-21T17:40:00Z,434.483
2021-07-21T17:50:00Z,434.481
2021-07-21T18:00:00Z,434.48
2021-07-21T18:10:00Z,434.48
2021-07-21T18:20:00Z,434.478
2021-07-21T18:30:00Z,434.478
2021-07-21T18:40:00Z,434.475
2021-07-21T18:50:00Z,434.477
2021-07-21T19:00:00Z,434.473
2021-07-21T19:10:00Z,434.475
2021-07-21T19:20:00Z,434.472
2021-07-21T19:30:00Z,434.472
2021-07-21T19:40:00Z,434.471
2021-07-21T19:50:00Z,434.469
2021-07-21T20:00:00Z,434.472
2021-07-21T20:10:00Z,434.467
2021-07-21T20:20:00Z,434.469
2021-07-21T20:30:00Z,434.466
2021-07-21T20:40:00Z,434.468
2021-07-21T20:50:00Z,434.466
2021-07-21T21:00:00Z,434.466
2021-07-21T21:10:00Z,434.465
2021-07-21T21:20:00Z,434.464
2021-07-21T21:30:00Z,434.464
2021-07-21T21:40:00Z,434.462
2021-07-21T21:50:00Z,434.462
2021-07-21T22:00:00Z,434.46
2021-07-21T22:10:00Z,434.461
2021-07-21T22:20:00Z,434.457
2021-07-21T22:30:00Z,434.46
2021-07-21T22:40:00Z,434.457
2021-07-21T22:50:00Z,434.457
2021-07-21T23:00:00Z,434.457
2021-07-21T23:10:00Z,434.455
2021-07-21T23:20:00Z,434.456
2021-07-21T23:30:00Z,434.452
2021-07-21T23:40:00Z,434.455
2021-07-21T23:50:00Z,434.45
2021-07-22T00:00:00Z,434.453
2021-07-22T00:10:00Z,434.449
2021-07-22T00:20:00Z,434.449
2021-07-22T00:30:00Z,434.45
2021-07-22T00:40:00Z,434.447
2021-07-22T00:50:00Z,434.447
2021-07-22T01:00:00Z,434.443
2021-07-22T01:10:00Z,434.445
2021-07-22T01:20:00Z,434.444
2021-07-22T01:30:00Z,434.443
2021-07-22T01:40:00Z,434.44
2021-07-22T01:50:00Z,434.439
2021-07-22T02:00:00Z,434.442
2021-07-22T02:10:00Z,434.438
2021-07-22T02:20:00Z,434.44
2021-07-22T02:30:00Z,434.433
2021-07-22T02:40:00Z,434.436
2021-07-22T02:50:00Z,434.434
2021-07-22T03:00:00Z,434.434
2021-07-22T03:10:00Z,434.432
2021-07-22T03:20:00Z,434.429
2021-07-22T03:30:00Z,434.428
2021-07-22T03:40:00Z,434.431
2021-07-22T03:50:00Z,434.428
2021-07-22T04:00:00Z,434.427
2021-07-22T04:10:00Z,434.423
2021-07-22T04:20:00Z,434.426
2021-07-22T04:30:00Z,434.426
2021-07-22T04:40:00Z,434.422
2021-07-22T04:50:00Z,434.423
2021-07-22T05:00:00Z,434.42
2021-07-22T05:10:00Z,434.421
2021-07-22T05:20:00Z,434.421
2021-07-22T05:30:00Z,434.416
2021-07-22T05:40:00Z,434.417
2021-07-22T05:50:00Z,434.417
2021-07-22T06:00:00Z,434.419
2021-07-22T06:10:00Z,434.416
2021-07-22T06:20:00Z,434.412
2021-07-22T06:30:00Z,434.415
2021-07-22T06:40:00Z,434.412
2021-07-22T06:50:00Z,434.415
2021-07-22T07:00:00Z,434.408
2021-07-22T07:10:00Z,434.409
2021-07-22T07:20:00Z,434.411
2021-07-22T07:30:00Z,434.408
2021-07-22T07:40:00Z,434.409
2021-07-22T07:50:00Z,434.404
2021-07-22T08:00:00Z,434.408
2021-07-22T08:10:00Z,434.406
2021-07-22T08:20:00Z,434.404
2021-07-22T08:30:00Z,434.403
2021-07-22T08:40:00Z,434.401
2021-07-22T08:50:00Z,434.404
2021-07-22T09:00:00Z,434.399
2021-07-22T09:10:00Z,434.4
2021-07-22T09:20:00Z,434.398
2021-07-22T09:30:00Z,434.398
2021-07-22T09:40:00Z,434.399
2021-07-22T09:50:00Z,434.397
2021-07-22T10:00:00Z,434.395
2021-07-22T10:10:00Z,434.395
2021-07-22T10:20:00Z,434.396
2021-07-22T10:30:00Z,434.395
2021-07-22T10:40:00Z,434.392
2021-07-22T10:50:00Z,434.394
2021-07-22T11:00:00Z,434.393
2021-07-22T11:10:00Z,434.393
2021-07-22T11:20:00Z,434.391
2021-07-22T11:30:00Z,434.389
2021-07-22T11:40:00Z,434.391
2021-07-22T11:50:00Z,434.389
2021-07-22T12:00:00Z,434.389
2021-07-22T12:10:00Z,434.387
2021-07-22T12:20:00Z,434.387
2021-07-22T12:30:00Z,434.387
2021-07-22T12:40:00Z,434.386
2021-07-22T12:50:00Z,434.385
2021-07-22T13:00:00Z,434.384
2021-07-22T13:10:00Z,434.383
2021-07-22T13:20:00Z,434.383
2021-07-22T13:30:00Z,434.381
2021-07-22T13:40:00Z,434.379
2021-07-22T13:50:00Z,434.379
2021-07-22T14:00:00Z,434.378
2021-07-22T14:10:00Z,434.378
2021-07-22T14:20:00Z,434.374
2021-07-22T14:30:00Z,434.376
2021-07-22T14:40:00Z,434.374
2021-07-22T14:50:00Z,434.375
2021-07-22T15:00:00Z,434.372
2021-07-22T15:10:00Z,434.372
2021-07-22T15:20:00Z,434.372
2021-07-22T15:30:00Z,434.369
2021-07-22T15:40:00Z,434.37
2021-07-22T15:50:00Z,434.368
2021-07-22T16:00:00Z,434.367
2021-07-22T16:10:00Z,434.367
2021-07-22T16:20:00Z,434.365
2021-07-22T16:30:00Z,434.364
2021-07-22T16:40:00Z,434.364
2021-07-22T16:50:00Z,434.361
2021-07-22T17:00:00Z,434.361
2021-07-22T17:10:00Z,434.359
2021-07-22T17:20:00Z,434.359
2021-07-22T17:30:00Z,434.357
2021-07-22T17:40:00Z,434.355
2021-07-22T17:50:00Z,434.355
2021-07-22T18:00:00Z,434.353
2021-07-22T18:10:00Z,434.353
2021-07-22T18:20:00Z,434.349
2021-07-22T18:30:00Z,434.351
2021-07-22T18:40:00Z,434.349
2021-07-22T18:50:00Z,434.347
2021-07-22T19:00:00Z,434.347
2021-07-22T19:10:00Z,434.345
2021-07-22T19:20:00Z,434.346
2021-07-22T19:30:00Z,434.344
2021-07-22T19:40:00Z,434.343
2021-07-22T19:50:00Z,434.343
2021-07-22T20:00:00Z,434.341
2021-07-22T20:10:00Z,434.341
2021-07-22T20:20:00Z,434.34
2021-07-22T20:30:00Z,434.34
2021-07-22T20:40:00Z,434.339
2021-07-22T20:50:00Z,434.339
2021-07-22T21:00:00Z,434.338
2021-07-22T21:10:00Z,434.337
2021-07-22T21:20:00Z,434.337
2021-07-22T21:30:00Z,434.335
2021-07-22T21:40:00Z,434.336
2021-07-22T21:50:00Z,434.334
2021-07-22T22:00:00Z,434.332
2021-07-22T22:10:00Z,434.332
2021-07-22T22:20:00Z,434.332
2021-07-22T22:30:00Z,434.331
2021-07-22T22:40:00Z,434.33
2021-07-22T22:50:00Z,434.329
2021-07-22T23:00:00Z,434.329
2021-07-22T23:10:00Z,434.328
2021-07-22T23:20:00Z,434.327
2021-07-22T23:30:00Z,434.326
2021-07-22T23:40:00Z,434.325
2021-07-22T23:50:00Z,434.326
2021-07-23T00:00:00Z,434.322
2021-07-23T00:10:00Z,434.323
2021-07-23T00:20:00Z,434.32
2021-07-23T00:30:00Z,434.322
2021-07-23T00:40:00Z,434.32
2021-07-23T00:50:00Z,434.318
2021-07-23T01:00:00Z,434.318
2021-07-23T01:10:00Z,434.318
2021-07-23T01:20:00Z,434.317
2021-07-23T01:30:00Z,434.317
2021-07-23T01:40:00Z,434.315
2021-07-23T01:50:00Z,434.314
2021-07-23T02:00:00Z,434.315
2021-07-23T02:10:00Z,434.312
2021-07-23T02:20:00Z,434.31
2021-07-23T02:30:00Z,434.31
2021-07-23T02:40:00Z,434.31
