Time,BAFU_2032_PegelPneumatik
2021-07-19T13:20:00Z,397.019
2021-07-19T13:30:00Z,397.019
2021-07-19T13:40:00Z,397.02
2021-07-19T13:50:00Z,397.019
2021-07-19T14:00:00Z,397.018
2021-07-19T14:10:00Z,397.019
2021-07-19T14:20:00Z,397.018
2021-07-19T14:30:00Z,397.018
2021-07-19T14:40:00Z,397.019
2021-07-19T14:50:00Z,397.019
2021-07-19T15:00:00Z,397.019
2021-07-19T15:10:00Z,397.018
2021-07-19T15:20:00Z,397.019
2021-07-19T15:30:00Z,397.019
2021-07-19T15:40:00Z,397.02
2021-07-19T15:50:00Z,397.018
2021-07-19T16:00:00Z,397.019
2021-07-19T16:10:00Z,397.02
2021-07-19T16:20:00Z,397.017
2021-07-19T16:30:00Z,397.019
2021-07-19T16:40:00Z,397.02
2021-07-19T16:50:00Z,397.019
2021-07-19T17:00:00Z,397.019
2021-07-19T17:10:00Z,397.018
2021-07-19T17:20:00Z,397.02
2021-07-19T17:30:00Z,397.02
2021-07-19T17:40:00Z,397.02
2021-07-19T17:50:00Z,397.02
2021-07-19T18:00:00Z,397.021
2021-07-19T18:10:00Z,397.021
2021-07-19T18:20:00Z,397.019
2021-07-19T18:30:00Z,397.02
2021-07-19T18:40:00Z,397.021
2021-07-19T18:50:00Z,397.021
2021-07-19T19:00:00Z,397.021
2021-07-19T19:10:00Z,397.019
2021-07-19T19:20:00Z,397.02
2021-07-19T19:30:00Z,397.02
2021-07-19T19:40:00Z,397.019
2021-07-19T19:50:00Z,397.019
2021-07-19T20:00:00Z,397.02
2021-07-19T20:10:00Z,397.02
2021-07-19T20:20:00Z,397.018
2021-07-19T20:30:00Z,397.017
2021-07-19T20:40:00Z,397.018
2021-07-19T20:50:00Z,397.018
2021-07-19T21:00:00Z,397.018
2021-07-19T21:10:00Z,397.017
2021-07-19T21:20:00Z,397.017
2021-07-19T21:30:00Z,397.017
2021-07-19T21:40:00Z,397.017
2021-07-19T21:50:00Z,397.017
2021-07-19T22:00:00Z,397.017
2021-07-19T22:10:00Z,397.016
2021-07-19T22:20:00Z,397.017
2021-07-19T22:30:00Z,397.017
2021-07-19T22:40:00Z,397.017
2021-07-19T22:50:00Z,397.017
2021-07-19T23:00:00Z,397.017
2021-07-19T23:10:00Z,397.016
2021-07-19T23:20:00Z,397.015
2021-07-19T23:30:00Z,397.016
2021-07-19T23:40:00Z,397.014
2021-07-19T23:50:00Z,397.014
2021-07-20T00:00:00Z,397.015
2021-07-20T00:10:00Z,397.016
2021-07-20T00:20:00Z,397.014
2021-07-20T00:30:00Z,397.014
2021-07-20T00:40:00Z,397.015
2021-07-20T00:50:00Z,397.014
2021-07-20T01:00:00Z,397.015
2021-07-20T01:10:00Z,397.015
2021-07-20T01:20:00Z,397.015
2021-07-20T01:30:00Z,397.015
2021-07-20T01:40:00Z,397.014
2021-07-20T01:50:00Z,397.014
2021-07-20T02:00:00Z,397.015
2021-07-20T02:10:00Z,397.015
2021-07-20T02:20:00Z,397.015
2021-07-20T02:30:00Z,397.015
2021-07-20T02:40:00Z,397.015
2021-07-20T02:50:00Z,397.016
2021-07-20T03:00:00Z,397.015
2021-07-20T03:10:00Z,397.015
2021-07-20T03:20:00Z,397.016
2021-07-20T03:30:00Z,397.015
2021-07-20T03:40:00Z,397.016
2021-07-20T03:50:00Z,397.015
2021-07-20T04:00:00Z,397.016
2021-07-20T04:10:00Z,397.016
2021-07-20T04:20:00Z,397.013
2021-07-20T04:30:00Z,397.015
2021-07-20T04:40:00Z,397.016
2021-07-20T04:50:00Z,397.016
2021-07-20T05:00:00Z,397.015
2021-07-20T05:10:00Z,397.013
2021-07-20T05:20:00Z,397.014
2021-07-20T05:30:00Z,397.015
2021-07-20T05:40:00Z,397.015
2021-07-20T05:50:00Z,397.015
2021-07-20T06:00:00Z,397.014
2021-07-20T06:10:00Z,397.015
2021-07-20T06:20:00Z,397.013
2021-07-20T06:30:00Z,397.015
2021-07-20T06:40:00Z,397.016
2021-07-20T06:50:00Z,397.015
2021-07-20T07:00:00Z,397.014
2021-07-20T07:10:00Z,397.014
2021-07-20T07:20:00Z,397.016
2021-07-20T07:30:00Z,397.014
2021-07-20T07:40:00Z,397.017
2021-07-20T07:50:00Z,397.016
2021-07-20T08:00:00Z,397.015
2021-07-20T08:10:00Z,397.015
2021-07-20T08:20:00Z,397.013
2021-07-20T08:30:00Z,397.015
2021-07-20T08:40:00Z,397.016
2021-07-20T08:50:00Z,397.013
2021-07-20T09:00:00Z,397.013
2021-07-20T09:10:00Z,397.012
2021-07-20T09:20:00Z,397.012
2021-07-20T09:30:00Z,397.012
2021-07-20T09:40:00Z,397.012
2021-07-20T09:50:00Z,397.011
2021-07-20T10:00:00Z,397.011
2021-07-20T10:10:00Z,397.01
2021-07-20T10:20:00Z,397.01
2021-07-20T10:30:00Z,397.011
2021-07-20T10:40:00Z,397.011
2021-07-20T10:50:00Z,397.009
2021-07-20T11:00:00Z,397.009
2021-07-20T11:10:00Z,397.007
2021-07-20T11:20:00Z,397.01
