Time,BAFU_2243_AbflussRadarBruecke
2021-07-15T16:35:00Z,392.708
2021-07-15T16:40:00Z,393.226
2021-07-15T16:45:00Z,393.745
2021-07-15T16:50:00Z,392.708
2021-07-15T16:55:00Z,390.897
2021-07-15T17:00:00Z,391.932
2021-07-15T17:05:00Z,392.449
2021-07-15T17:10:00Z,389.347
2021-07-15T17:15:00Z,390.897
2021-07-15T17:20:00Z,392.191
2021-07-15T17:25:00Z,392.708
2021-07-15T17:30:00Z,391.673
2021-07-15T17:35:00Z,392.191
2021-07-15T17:40:00Z,390.121
2021-07-15T17:45:00Z,390.897
2021-07-15T17:50:00Z,388.573
2021-07-15T17:55:00Z,390.121
2021-07-15T18:00:00Z,389.605
2021-07-15T18:05:00Z,389.863
2021-07-15T18:10:00Z,391.156
2021-07-15T18:15:00Z,387.799
2021-07-15T18:20:00Z,390.897
2021-07-15T18:25:00Z,388.057
2021-07-15T18:30:00Z,391.932
2021-07-15T18:35:00Z,390.638
2021-07-15T18:40:00Z,390.38
2021-07-15T18:45:00Z,393.226
2021-07-15T18:50:00Z,393.745
2021-07-15T18:55:00Z,394.264
2021-07-15T19:00:00Z,391.673
2021-07-15T19:05:00Z,395.561
2021-07-15T19:10:00Z,393.486
2021-07-15T19:15:00Z,392.967
2021-07-15T19:20:00Z,393.486
2021-07-15T19:25:00Z,398.682
2021-07-15T19:30:00Z,394.004
2021-07-15T19:35:00Z,394.523
2021-07-15T19:40:00Z,394.264
2021-07-15T19:45:00Z,396.601
2021-07-15T19:50:00Z,396.861
2021-07-15T19:55:00Z,397.381
2021-07-15T20:00:00Z,394.004
2021-07-15T20:05:00Z,393.226
2021-07-15T20:10:00Z,391.673
2021-07-15T20:15:00Z,389.863
2021-07-15T20:20:00Z,391.673
2021-07-15T20:25:00Z,392.449
2021-07-15T20:30:00Z,390.121
2021-07-15T20:35:00Z,390.38
2021-07-15T20:40:00Z,390.638
2021-07-15T20:45:00Z,391.156
2021-07-15T20:50:00Z,387.541
2021-07-15T20:55:00Z,389.089
2021-07-15T21:00:00Z,389.605
2021-07-15T21:05:00Z,390.121
2021-07-15T21:10:00Z,389.347
2021-07-15T21:15:00Z,387.541
2021-07-15T21:20:00Z,390.638
2021-07-15T21:25:00Z,390.638
2021-07-15T21:30:00Z,391.932
2021-07-15T21:35:00Z,389.605
2021-07-15T21:40:00Z,394.264
2021-07-15T21:45:00Z,392.708
2021-07-15T21:50:00Z,395.301
2021-07-15T21:55:00Z,395.821
2021-07-15T22:00:00Z,394.783
2021-07-15T22:05:00Z,395.821
2021-07-15T22:10:00Z,398.943
2021-07-15T22:15:00Z,399.464
2021-07-15T22:20:00Z,401.029
2021-07-15T22:25:00Z,400.246
2021-07-15T22:30:00Z,402.335
2021-07-15T22:35:00Z,402.858
2021-07-15T22:40:00Z,406.788
2021-07-15T22:45:00Z,406.788
2021-07-15T22:50:00Z,409.679
2021-07-15T22:55:00Z,411.523
2021-07-15T23:00:00Z,408.626
2021-07-15T23:05:00Z,413.106
2021-07-15T23:10:00Z,414.692
2021-07-15T23:15:00Z,412.051
2021-07-15T23:20:00Z,416.544
2021-07-15T23:25:00Z,411.523
2021-07-15T23:30:00Z,412.315
2021-07-15T23:35:00Z,410.469
2021-07-15T23:40:00Z,412.578
2021-07-15T23:45:00Z,411.523
2021-07-15T23:50:00Z,412.842
2021-07-15T23:55:00Z,409.679
2021-07-16T00:00:00Z,408.89
2021-07-16T00:05:00Z,409.679
2021-07-16T00:10:00Z,406.525
2021-07-16T00:15:00Z,404.952
2021-07-16T00:20:00Z,407.576
2021-07-16T00:25:00Z,407.313
2021-07-16T00:30:00Z,404.952
2021-07-16T00:35:00Z,403.905
2021-07-16T00:40:00Z,401.551
2021-07-16T00:45:00Z,402.074
2021-07-16T00:50:00Z,402.597
2021-07-16T00:55:00Z,401.29
2021-07-16T01:00:00Z,398.943
2021-07-16T01:05:00Z,398.422
2021-07-16T01:10:00Z,398.422
2021-07-16T01:15:00Z,397.641
2021-07-16T01:20:00Z,397.641
2021-07-16T01:25:00Z,395.042
2021-07-16T01:30:00Z,398.161
2021-07-16T01:35:00Z,395.821
2021-07-16T01:40:00Z,394.783
2021-07-16T01:45:00Z,395.301
2021-07-16T01:50:00Z,394.783
2021-07-16T01:55:00Z,389.089
2021-07-16T02:00:00Z,394.264
2021-07-16T02:05:00Z,394.264
2021-07-16T02:10:00Z,394.004
2021-07-16T02:15:00Z,393.226
2021-07-16T02:20:00Z,392.708
2021-07-16T02:25:00Z,393.226
2021-07-16T02:30:00Z,394.264
2021-07-16T02:35:00Z,391.156
2021-07-16T02:40:00Z,390.897
2021-07-16T02:45:00Z,392.191
2021-07-16T02:50:00Z,392.449
2021-07-16T02:55:00Z,390.897
2021-07-16T03:00:00Z,392.967
2021-07-16T03:05:00Z,390.38
2021-07-16T03:10:00Z,393.226
2021-07-16T03:15:00Z,389.605
2021-07-16T03:20:00Z,393.226
